account_id;customer_document_id;company_id;industry;measure_name;document_net_value_total;net_price_per_unit;quantity;position_item_quantity;net_value_total;product_id;service_id;supply_product_name;drafts_supply_product_name;supply_service_name;drafts_supply_service_name;drafts_description;supply_product_description;supply_product_category;supply_catalog_name;ean;supply_product_manufacturer;unit_type;document_created_at;record_type;product_name;is_pv_module;Reasoning;Confidence
0013V00000j1v1AQAQ;10032353;35322;Elektrotechnik;Kontakt;368,53;29,89;2;;59,78;F3v5o88w4AA;;EGUtec Fi-Schalter 4-polig 40A 10kA 30mA;EGUtec Fi-Schalter 4-polig 40A 10kA 30mA;;;"<div></div><div>
<p>EGUtec Fehlerstromschutzschalter</p><p>Für 
Wechsel- und pulsierende Gleichfehlerströme Typ A, nach IEC/EN 61008-1, 
Bi-Connect-Klemme, Beschriftungsfenster, Anbau von Hilfsgeräten möglich,
 Befestigung auf Hutprofilschiene EN 60715 durch rastende 
Schnellbefestigung, eindeutige Schaltstellungsanzeige rot/grün am 
Schalthebel, Bemessungsfrequenz 50 Hz, Bemessungskurzschlussstrom 10 kA.</p><p>Polzahl: 4, unverzögert</p><p>Stoßstromfest bis 0,25 kA, Einbaubreite: 70 mm, 4 TE.</p><p>Bemessungsstrom 40 A</p><p>Bemessungsfehlerstrom 0,03 A</p>

</div><div><br /></div>";"<div></div><div>
<p>EGUtec Fehlerstromschutzschalter</p><p>Für 
Wechsel- und pulsierende Gleichfehlerströme Typ A, nach IEC/EN 61008-1, 
Bi-Connect-Klemme, Beschriftungsfenster, Anbau von Hilfsgeräten möglich,
 Befestigung auf Hutprofilschiene EN 60715 durch rastende 
Schnellbefestigung, eindeutige Schaltstellungsanzeige rot/grün am 
Schalthebel, Bemessungsfrequenz 50 Hz, Bemessungskurzschlussstrom 10 kA.</p><p>Polzahl: 4, unverzögert</p><p>Stoßstromfest bis 0,25 kA, Einbaubreite: 70 mm, 4 TE.</p><p>Bemessungsstrom 40 A</p><p>Bemessungsfehlerstrom 0,03 A</p>

</div><div><br /></div>";Verteilungsbau;;3414970812599.0;EGU Elektro-Großhandels Union;Stk;März 24, 2025, 09:58;product;EGUtec Fi-Schalter 4-polig 40A 10kA 30mA;0;Fehlerstromschutzschalter (elektrische Schutzkomponente), kein PV-Modul;0.99
0013V00000LKZm1QAH;10027968;16429;Sanitär, Heizung & Klima;Kontakt;1.337,86;11,24;2;;22,48;EtS6ZSfUMAA;;comfort Thermostatkopf Typ LH weiß;comfort Thermostatkopf Typ LH weiß;;;;;;;4026755429329.0;;Stk;März 24, 2025, 08:02;product;comfort Thermostatkopf Typ LH weiß;0;Thermostatkopf für Heizungsregelung – reines Heizungs-/Sanitärbauteil, kein PV-Modul.;0.99
0013V00000LKZF1QAP;10020444;6699;Sanitär, Heizung & Klima;Kontakt;164,79;6,5;1;;6,5;D881cnxOwAA;;Kohlenmonoxid-Kontrollmessung (CO);Kohlenmonoxid-Kontrollmessung (CO);;;;;;;;;x;März 22, 2025, 20:42;product;Kohlenmonoxid-Kontrollmessung (CO);0;Kontrollmessung (Dienstleistung) zur CO‑Prüfung – Service, kein PV-Modul.;0.99
001Tq00000FGQ2oIAH;10037769;68763;Sanitär, Heizung & Klima;Heizung;1.077,84;23,46;1;1;23,46;GaBR_Ssc4AA;383251.0;CARE 221 SM 94 Heizkesselreiniger 500ml Spraydose für ölbeheizte Kessel CONEL;CARE 221 SM 94 Heizkesselreiniger 500ml Spraydose für ölbeheizte Kessel CONEL;Wartungsset;Wartungsset;;;;;;;Stk;März 24, 2025, 12:28;service_product;CARE 221 SM 94 Heizkesselreiniger 500ml Spraydose für ölbeheizte Kessel CONEL;0;Reinigungs-/Chemieprodukt für Heizkessel – Verbrauchsmaterial, kein PV-Modul.;0.99
0013V00000auDcBQAU;10017589;42473;Sanitär, Heizung & Klima;Projekt;4.255,96;0,72;1;960;688,03;381832;381832.0;;;Balkonboden Ausbau;Balkonboden Aufbau;;;;;;;;März 22, 2025, 07:03;service_wagegroup;;0;Dienstleistung (Balkonboden Ausbau/Aufbau) – Service/Arbeitsposition, kein PV-Modul.;0.98
0013V00000j439nQAA;10013352;52859;Sanitär, Heizung & Klima;;350;350;1;;350;GhmYrxGpIAA;;Wiederherstellung Wandoberfläche ;Wiederherstellung Wandoberfläche ;;;<div><p></p><ol><li><p>Vorbereitende Arbeiten:</p><ul><li>Entfernung von beschädigtem Putz und Reinigung der Oberfläche.</li></ul></li><li><p>Verputzen der Wand:</p><ul><li>Auftragen einer geeigneten Grundierung und anschließendes Verputzen der geschlitzten Bereiche.</li></ul></li><li><p>Tapezieren:</p><ul><li>Anbringen einer hochwertigen Raufaser-Tapete.</li></ul></li><li><p>Streichen:</p><ul><li>Zwei Anstriche mit hochwertiger Wandfarbe nach Wahl des Kunden.</li></ul></li><li><p>Reinigung und Abnahme:</p><ul><li>Endreinigung der Arbeitsfläche und Abnahme durch den Kunden.</li></ul></li></ol></div>;<div><p></p><ol><li><p>Vorbereitende Arbeiten:</p><ul><li>Entfernung von beschädigtem Putz und Reinigung der Oberfläche.</li></ul></li><li><p>Verputzen der Wand:</p><ul><li>Auftragen einer geeigneten Grundierung und anschließendes Verputzen der geschlitzten Bereiche.</li></ul></li><li><p>Tapezieren:</p><ul><li>Anbringen einer hochwertigen Raufaser-Tapete.</li></ul></li><li><p>Streichen:</p><ul><li>Zwei Anstriche mit hochwertiger Wandfarbe nach Wahl des Kunden.</li></ul></li><li><p>Reinigung und Abnahme:</p><ul><li>Endreinigung der Arbeitsfläche und Abnahme durch den Kunden.</li></ul></li></ol></div>;;;;;m²;März 21, 2025, 13:10;product;Wiederherstellung Wandoberfläche ;0;Sanierungsleistung / Wiederherstellungsarbeiten an Wänden – Dienstleistung, kein PV-Modul.;0.98
0013V00000PFpRGQA1;10003285;25649;Sanitär, Heizung & Klima;Kontakt;966,8;0,87;14;;12,18;FEeRJctpoAA;;CONEL FLEX PE Schlauchisolierung 50% 15x14mm angeschlitzt 2m;CONEL FLEX PE Schlauchisolierung 50% 15x14mm angeschlitzt 2m;;;;;;;;;m;März 21, 2025, 07:44;product;CONEL FLEX PE Schlauchisolierung 50% 15x14mm angeschlitzt 2m;0;Schlauchisolierung (Material) – Montagezubehör/Isolierung, kein PV-Modul.;0.99
0013V00000Z5jMEQAZ;10020047;39677;Sanitär, Heizung & Klima;Kontakt;680,08;15;1;;15;FfV73MlJ0AA;;Kleinmaterial;Kleinmaterial;;;;;;;;;Stk;März 22, 2025, 17:32;product;Kleinmaterial;0;Generisches Kleinmaterial – Verbrauchs-/Montagematerial, kein PV-Modul.;0.95
0013V00000LKZv2QAH;10040642;19223;Sanitär, Heizung & Klima;Heizung;6.864,79;9,97;1;;9,97;E1sqNoWm8AA;;"TRINNITY Trinkwasser Kugelhahn 1/2"" IG, PN 40, mess., Hebelgriff grün, DVGW";"TRINNITY Trinkwasser Kugelhahn 1/2"" IG, PN 40, mess., Hebelgriff grün, DVGW";;;;;;;;;Stk;März 24, 2025, 13:53;product;"TRINNITY Trinkwasser Kugelhahn 1/2"" IG, PN 40, mess., Hebelgriff grün, DVGW";0;Kugelhahn / Armatur für Trinkwasserinstallation – Sanitärkomponente, kein PV-Modul.;0.99
0013V00000Z5jMEQAZ;10020047;39677;Sanitär, Heizung & Klima;Kontakt;680,08;7,65;1;;7,65;FfV_6AsvoAA;;Schutzrohr 63mm;Schutzrohr 63mm;;;;;;;;;m;März 22, 2025, 17:32;product;Schutzrohr 63mm;0;Schutzrohr (Kabelschutz/Installationsrohr) – Installationseinzelteil, kein PV-Modul.;0.99
0013V00000j2s32QAA;10016301;52128;Photovoltaik;;2.600;65;40;;2.600;GKBxTQu-IAA;;Anmeldung  ;Leads | Kundenkontakte ;;;<p><b>wir verweisen auf Ihren Handelsvertretervertrag</b></p><p><br></p><p><br></p>;<p><b>Folgende Leistungen sind enthalten:</b></p><p>- Netzverträglichkeitsprüfung über 30 kWp</p><p>- Anmeldung beim Energieversorger </p><p>- Marktstammdatenregister Eintragung</p><p><br /></p><p><b>Nicht enthalten in dieser Position:</b></p><p>Antragstellung für:</p><p>- Dynamischen Stromtarif</p><p>- Flexibilitätsvermarktung</p><p><br /></p><p>Für benannte Antragstellungen steht unseren Kunden das Kundenportal zur Verfügung.</p><p><br /></p><p><br /></p>;TAB;;;;Stk;März 21, 2025, 16:40;product;Anmeldung  ;0;Anmeldeservice (Netzverträglichkeitsprüfung, Anmeldung, Marktstammdatenregister) – Dienstleistung/Verwaltung, kein PV-Modul.;0.96
0013V00000e8124QAA;10012727;47299;Photovoltaik;Projekt;12.970;50;3;;150;GXmKp958QAA;;BRC Optimierer;BRC Optimierer;;;;;;;;;Stk;März 21, 2025, 12:43;product;BRC Optimierer;0;Leistungsoptimierer (BRC) — elektrisches PV‑Zubehör/Optimierer, kein Modul;0.95
001Tq0000053jvUIAQ;10018271;60562;Photovoltaik;Projekt;25.575,9;3.840;1;;3.840;GDzZmaxtgAA;;Elektrischer Anschluss DC / AC;Elektrischer Anschluss bis 30 kwp;;;;;Elektrische Installation;;;;pauschal;März 22, 2025, 09:59;product;Elektrischer Anschluss DC / AC;0;Elektrische Installationsleistung (Anschluss bis 30 kWp) — Dienstleistung, kein Modul;0.9
0013V00000LKZF1QAP;10021013;6699;Sanitär, Heizung & Klima;;1.204,07;106,42;1;;106,42;ENYiEsppEAA;;Brennerdichtung BUDERUS GB 162-15/25 mit Gas-Luftverteilerplatte ;Brennerdichtung BUDERUS GB 162-15/25 mit Gas-Luftverteilerplatte ;;;;;;;;BUDERUS;Stk;März 23, 2025, 09:06;product;Brennerdichtung BUDERUS GB 162-15/25 mit Gas-Luftverteilerplatte ;0;Ersatzteil für Brenner/Heizung (Buderus) — kein PV‑Modul;0.99
001Tq0000085RfjIAE;10027889;63406;Photovoltaik;Photovoltaik;5.830,06;225;1;;225;GLRxO0EfwAA;;Kleinmaterial, Befestigung und Vertratung;Kleinmaterial, Befestigung und Verdratung;;;;;;;;;Stk;März 24, 2025, 08:00;product;Kleinmaterial, Befestigung und Vertratung;0;Kleinmaterial und Befestigungs-/Verkabelungsmaterial — Montagezubehör, kein Modul;0.9
0013V00000LKZv2QAH;10040642;19223;Sanitär, Heizung & Klima;Heizung;6.864,79;94,65;1;;94,65;E1sq8ccm8AA;;COSMO Kontroll-Rohr flexibel DN 80;COSMO Kontroll-Rohr flexibel DN 80;;;;;;;;;Stk;März 24, 2025, 13:53;product;COSMO Kontroll-Rohr flexibel DN 80;0;Rohr/Installationskomponente für SHK — kein PV‑Modul;0.99
0013V00000e8124QAA;10012590;47299;Photovoltaik;Projekt;29.700;350;1;;350;FqO9Op47YAA;;Anmeldung beim Netzbetreiber;Anmeldung beim Netzbetreiber;;;<ul><li>Netzverträglichkeitsanfrage</li><li>Anmeldung beim NetzB.</li><li>Übermittlung der Fertigstellungsmeldung</li><li>Inbetriebnahme und Kundeneinweisung in die Anlage</li></ul>;<ul><li>Netzverträglichkeitsanfrage</li><li>Anmeldung beim NetzB.</li><li>Übermittlung der Fertigstellungsmeldung</li><li>Inbetriebnahme und Kundeneinweisung in die Anlage</li></ul>;Abwicklung;;;;Stk;März 21, 2025, 12:39;product;Anmeldung beim Netzbetreiber;0;Verwaltungs-/Abwicklungsleistung (Netzbetreiberanmeldung) — Dienstleistung, kein Modul;0.99
001Tq000001x1PRIAY;10030646;56255;Sonstiges;Kontakt;13.636,48;0;1;;0;GGJkW5mYAAA;;Anteilige Lohnkosten gemäß § 35a Abs.3 EStG;Anteilige Lohnkosten gemäß § 35a Abs.3 EStG;;;Im Rechnungsbetrag sind anteilige Lohnkosten vor Ort incl. An- und Abfahrt gemäß § 35a Abs.3 EStG in Höhe von Euro 3.350,00 zzgl 0% MWSt Summe Euro 3.350,00 enthalten.;Im Rechnungsbetrag sind anteilige Lohnkosten vor Ort incl. An- und Abfahrt gemäß § 35a Abs.3 EStG in Höhe von Euro ... zzgl 0% MWSt Summe Euro ... enthalten.;;;;;Stk;März 24, 2025, 09:12;product;Anteilige Lohnkosten gemäß § 35a Abs.3 EStG;0;Personalkosten/Lohnkosten — Dienstleistungsposition, kein PV‑Modul;0.99
0013V00000LKZv2QAH;10040642;19223;Sanitär, Heizung & Klima;Heizung;6.864,79;8,5;1;;8,5;a9ae5692-eb26-4eb6-b758-2bed3c80f79e;;;Mörtel ;;;;;;;;;;März 24, 2025, 13:53;product;;0;Baustoff (Mörtel) — Material für Bau/Installation, kein PV‑Modul;0.95
0013V00000LKZOmQAP;10010119;9835;Sanitär, Heizung & Klima;Badezimmer komplett;59.133,77;6,1;1;;6,1;EVqZbmuNUAA;;Montageset f. Wand-WC/WD-Bidet m.geringem Schallschutz TRINNITY;Montageset f. Wand-WC/WD- Bidet mit geringem Schallschutz TRINNITY;;;;;;;;;Stk;März 21, 2025, 11:07;product;Montageset f. Wand-WC/WD-Bidet m.geringem Schallschutz TRINNITY;0;Sanitär-Montageset — kein PV‑Modul;0.99
001Tq000003HW3NIAW;10043428;58072;Sanitär, Heizung & Klima;;258,98;0,75;2;60;90;271151;271151.0;;;Lehrling 2. Lehrjahr;Lehrling 2. Lehrjahr;;;;;;;;März 24, 2025, 15:14;service_wagegroup;;0;Lohn-/Personalposition (Lehrling) — Dienstleistungsposition, kein PV‑Modul;0.99
0013V00000e8124QAA;10012727;47299;Photovoltaik;Projekt;12.970;2.550;1;;2.550;FqO8QYVOUAA;;AC-Installation ;AC-Installation ;;;<ul><li>Montage Wechselrichter</li><li>Installation Smart-Meter</li><li>elektr. Installation der PV-Anlage</li><li>Inbetriebnahme</li><li>erstellen von Messprotokollen und Dokumentation</li></ul>;<ul><li>Montage Wechselrichter</li><li>Installation Smart-Meter</li><li>elektr. Installation der PV-Anlage</li><li>erstellen von Messprotokollen und Dokumentation</li></ul>;Abwicklung;;;;Stk;März 21, 2025, 12:43;product;AC-Installation ;0;Reine elektrische Dienstleistung (Montage Wechselrichter, Installation Smart‑Meter, Inbetriebnahme, Dokumentation) – kein PV‑Modul/Set.;0.95
0013V00000LKZv2QAH;10040642;19223;Sanitär, Heizung & Klima;Heizung;6.864,79;38,05;1;;38,05;E1q-Y_ibcAA;;Brandschutzmanschette CONEL FLAM Abm.32 Rohr 1-39mm inkl.Dämm.b.gerad.Durchfü.;Brandschutzmanschette CONEL FLAM Abm.32 Rohr 1-39mm inkl.Dämm.b.gerad.Durchfü.;;;;;;;;;Stk;März 24, 2025, 13:53;product;Brandschutzmanschette CONEL FLAM Abm.32 Rohr 1-39mm inkl.Dämm.b.gerad.Durchfü.;0;Bauliches Zubehör/Brandschutzmanschette für Rohrdurchführungen – kein PV‑Modul.;0.9
0013V00000iqxpUQAQ;10028420;52688;Sanitär, Heizung & Klima;Kontakt;30.774,61;51,92;1;1;51,92;F-_1H62dMAA;176902.0;IS Ausdehnungsgefäß Contraflex CF 12 L. ÄNDERN AUF HOLTER CONCEPT;"IS Ausdehnungsgefäß Contraflex CF 12 L. 3/4"" AG, VD 1,5 bar, BD 3 bar";Sicherheitswärmetauscher inkl. Zubehör;Sicherheitswärmetauscher inkl. Zubehör;;;;;;;Stk;März 24, 2025, 08:15;service_product;IS Ausdehnungsgefäß Contraflex CF 12 L. ÄNDERN AUF HOLTER CONCEPT;0;Ausdehnungsgefäß/Heizungs-/Sanitärkomponente – kein PV‑Modul.;0.95
0013V00000PFpRGQA1;10003285;25649;Sanitär, Heizung & Klima;Kontakt;966,8;7,92;2;;15,84;FEedrKIpoAA;;"Wandscheibe Sanpress/Profipress 15mm x   1/2""IG,m.Pressanschluss,Rotguss";"Wandscheibe Sanpress/Profipress 15mm x   1/2""IG,m.Pressanschluss,Rotguss";;;;;;;;;Stk;März 21, 2025, 07:44;product;"Wandscheibe Sanpress/Profipress 15mm x   1/2""IG,m.Pressanschluss,Rotguss";0;Montage-/Sanitärzubehör (Wandscheibe) – kein Photovoltaik‑Modul.;0.9
